@RELATION knnDTMF
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {tecla_0,tecla_1,tecla_2,tecla_3,tecla_4,tecla_5,tecla_6,tecla_7,tecla_8,tecla_9}

@DATA
0.260652,0.210856,3.308602,0.310862,0.177369,1.048901,0.021126,0.287143,-26.712513,0.081115,-2.202569,0.654647,0.369998,-0.184841,-0.083463,-0.336122,0.317316,0.412383,-0.710140,-0.095940,0.711861,0.006535,0.001057,0.027917,0.000203,0.000168,0.000204,0.000580,0.006619,0.000433,0.000511,0.001176,0.005401,0.010129,0.107540,0.086263,0.008452,0.023684,0.066142,0.169236,0.049041,0.117226,8.078938,0.458755,1.140672,0.196919,0.209990,0.356277,0.122432,0.201064,0.160457,0.231740,0.295897,0.106476,0.286714,0.002705,0.000524,0.067382,0.000115,0.000049,0.000040,0.000104,0.002866,0.000255,0.000134,0.000317,0.002241,0.017612,tecla_8
0.139065,0.118964,3.308702,0.253935,0.168211,0.374746,0.046556,0.030399,-37.542746,0.103193,-2.284335,1.202123,0.504170,0.015512,-0.107025,-0.479270,0.182873,0.404824,-0.558705,-0.186864,0.317992,0.003642,0.000496,0.000356,0.000099,0.072609,0.000311,0.000638,0.004677,0.000166,0.000317,0.000802,0.003514,0.021624,0.078721,0.118964,0.003600,0.203222,0.142110,0.374632,0.046556,0.030399,10.402027,0.033057,2.245923,1.226698,0.446273,0.071558,0.122686,0.581117,0.032619,0.333267,0.510458,0.250565,0.272194,0.003372,0.000299,0.000295,0.000092,0.072530,0.000101,0.000110,0.004572,0.000002,0.000141,0.000512,0.003288,0.018410,tecla_8
0.248183,0.105426,3.246174,0.388125,0.240703,0.817564,0.012444,0.143571,-36.692531,0.097977,-1.116818,0.314547,0.181912,-0.076444,-0.067485,-0.176684,0.169832,0.218351,-0.374233,-0.050547,0.379543,0.004680,0.001627,0.078104,0.001185,0.001329,0.001076,0.002256,0.003363,0.000934,0.001444,0.002083,0.003628,0.022328,0.021500,0.043129,0.023330,0.035457,0.032513,0.104325,0.017248,0.058613,4.127406,0.370275,0.605931,0.199728,0.164486,0.233006,0.106257,0.126515,0.123661,0.138344,0.217728,0.097949,0.180588,0.001433,0.000679,0.026361,0.000539,0.000862,0.000478,0.001009,0.001257,0.000523,0.000665,0.000720,0.001628,0.006800,tecla_8
0.223601,0.024601,3.154500,0.457112,0.286547,0.524927,0.004655,0.033500,-44.295034,-0.007028,-0.263806,0.066020,0.024888,-0.022990,-0.022492,-0.035715,0.039655,0.042299,-0.114909,-0.036403,0.102869,0.004193,0.002990,0.075820,0.003688,0.003846,0.003039,0.006302,0.002778,0.003133,0.003392,0.004671,0.003606,0.020303,0.030197,0.037595,0.040735,0.036311,0.026820,0.120424,0.007134,0.051172,3.630885,0.235161,0.477711,0.183870,0.137729,0.145153,0.102887,0.144872,0.139644,0.151431,0.211322,0.098545,0.196858,0.001965,0.001415,0.018476,0.002069,0.002072,0.001681,0.002851,0.001579,0.001462,0.001860,0.002241,0.001561,0.004623,tecla_8
0.234473,0.070262,3.151261,0.435886,0.245491,0.575954,0.007922,0.095714,-39.947537,0.188139,-0.800448,0.302907,0.094637,-0.034836,-0.049634,-0.121275,0.101302,0.148654,-0.229308,-0.010387,0.233918,0.006997,0.003858,0.013252,0.004017,0.004800,0.003822,0.008706,0.005934,0.003774,0.004677,0.005660,0.005786,0.004522,0.030820,0.028738,0.047710,0.028142,0.024238,0.108406,0.009843,0.039075,2.790295,0.284522,0.460212,0.269177,0.132535,0.127139,0.080104,0.120841,0.126807,0.126993,0.188314,0.122938,0.152582,0.002425,0.002116,0.006644,0.002413,0.002914,0.002014,0.005260,0.002818,0.002262,0.002099,0.003181,0.001902,0.001210,tecla_8
0.292398,0.159048,3.248843,0.368724,0.211885,0.920869,0.022739,0.246667,-31.236185,-0.016763,-1.351794,0.441439,0.196922,0.212023,-0.267779,-0.415273,0.630142,0.194082,-0.763484,0.185490,0.443142,0.006135,0.000864,0.038666,0.000532,0.000772,0.000590,0.001020,0.000662,0.000675,0.001565,0.002485,0.005680,0.012076,0.047656,0.112465,0.067465,0.072615,0.070414,0.270160,0.032147,0.174420,10.804763,0.068964,1.010072,0.330371,0.053839,0.118853,0.183426,0.333923,0.391838,0.080703,0.494614,0.162907,0.256603,0.001023,0.000165,0.054490,0.000665,0.000990,0.000734,0.001274,0.000734,0.000155,0.000094,0.001659,0.001755,0.013630,tecla_9
0.254386,0.119640,3.214237,0.384467,0.197482,0.738690,0.044434,0.185000,-36.815372,-0.112414,-2.033245,1.287134,0.420952,0.365895,-0.318326,-0.831624,0.336267,0.192349,-0.580122,0.175519,0.243069,0.005677,0.002111,0.034862,0.003139,0.002232,0.002012,0.003246,0.001808,0.001940,0.001322,0.003876,0.006622,0.010270,0.071429,0.119640,0.097313,0.096743,0.106455,0.343516,0.044434,0.185000,9.908309,0.069112,1.870525,1.199150,0.286673,0.315152,0.391608,0.859764,0.381168,0.165403,0.688721,0.099371,0.201048,0.001290,0.001308,0.034780,0.003135,0.002222,0.001983,0.003153,0.001614,0.001312,0.000247,0.002534,0.000307,0.007805,tecla_9
0.086984,0.119446,3.309811,0.272391,0.189280,0.398863,0.062846,0.092500,-37.068513,0.004975,-1.919661,1.217680,0.247575,0.227134,-0.384014,-0.767472,0.342921,0.174475,-0.739496,-0.027884,0.102623,0.003674,0.000507,0.000142,0.000122,0.000157,0.000077,0.000215,0.000166,0.000360,0.000896,0.079775,0.003571,0.023066,0.086984,0.119446,0.001463,0.127090,0.136202,0.306919,0.062846,0.092500,10.058458,0.210043,2.134853,1.177633,0.258806,0.401779,0.322161,0.800954,0.466315,0.166737,0.690530,0.129088,0.265472,0.003290,0.000284,0.000067,0.000118,0.000147,0.000050,0.000129,0.000023,0.000272,0.000642,0.078443,0.003359,0.020600,tecla_9
0.202753,0.158693,3.295560,0.283382,0.221025,0.328090,0.023952,0.123333,-31.646965,-0.190505,-1.463950,0.563352,0.189825,0.179313,-0.298902,-0.432762,0.613832,0.217627,-0.704934,0.207357,0.381644,0.004753,0.000695,0.000394,0.000201,0.000191,0.000146,0.000321,0.000440,0.000473,0.001167,0.048475,0.004716,0.014734,0.037226,0.112215,0.003505,0.118058,0.069301,0.299537,0.033858,0.087210,11.037530,0.140193,1.136140,0.267587,0.064251,0.113008,0.154713,0.257179,0.357044,0.043489,0.558011,0.116199,0.325205,0.003070,0.000100,0.000397,0.000201,0.000179,0.000117,0.000320,0.000423,0.000131,0.000384,0.066781,0.002949,0.017398,tecla_9
0.149651,0.210987,3.310749,0.224536,0.183998,0.220521,0.013158,0.158571,-26.866156,0.077308,-2.121969,0.626645,0.209039,0.132334,-0.297611,-0.471604,0.669758,0.156290,-0.807030,0.329459,0.390186,0.006503,0.001031,0.000378,0.000200,0.000139,0.000167,0.000245,0.000190,0.000422,0.001938,0.022935,0.005426,0.008120,0.061193,0.086336,0.012068,0.085812,0.059447,0.214220,0.030380,0.064737,8.424092,0.481670,0.907515,0.372724,0.132394,0.212614,0.163100,0.159142,0.317806,0.113264,0.357108,0.154674,0.159072,0.002662,0.000470,0.000164,0.000088,0.000049,0.000090,0.000140,0.000036,0.000164,0.000828,0.052943,0.002216,0.013877,tecla_9
0.087503,0.210556,3.308584,0.161047,0.186914,0.120993,0.009863,0.057558,-27.046228,0.057781,-2.154397,0.660204,0.209074,0.123805,-0.310945,-0.438321,0.687785,0.170946,-0.808641,0.333908,0.338045,0.006507,0.001024,0.000331,0.000182,0.021085,0.000146,0.000233,0.000193,0.000430,0.001773,0.001153,0.005331,0.007875,0.053934,0.086159,0.010838,0.123681,0.059407,0.258334,0.021895,0.023498,8.661954,0.490958,0.945016,0.314755,0.124837,0.211242,0.158716,0.196437,0.266111,0.093573,0.338730,0.156154,0.227812,0.002669,0.000475,0.000188,0.000089,0.051311,0.000058,0.000130,0.000040,0.000118,0.000843,0.000360,0.002162,0.013324,tecla_9
0.043557,0.157881,3.299238,0.229003,0.227197,0.262870,0.020364,0.044767,-32.045697,-0.315207,-1.575512,0.521225,0.157201,0.124631,-0.291877,-0.416971,0.550826,0.168939,-0.702951,0.184286,0.412707,0.004750,0.000546,0.000130,0.000124,0.051259,0.000075,0.000134,0.000146,0.000434,0.001034,0.000863,0.004552,0.015771,0.030802,0.111641,0.007544,0.150214,0.060503,0.348246,0.028770,0.031655,11.335575,0.235324,1.182938,0.361369,0.117496,0.130828,0.167871,0.255462,0.411688,0.098475,0.554161,0.142727,0.278099,0.003245,0.000339,0.000033,0.000093,0.072402,0.000020,0.000072,0.000007,0.000208,0.000665,0.000495,0.003102,0.018847,tecla_9
0.032895,0.118732,3.314976,0.235244,0.176979,0.260974,0.061686,0.033575,-37.691618,-0.181537,-2.161731,1.148963,0.252500,0.321310,-0.353745,-0.828648,0.388964,0.163439,-0.772538,0.001526,0.129510,0.003489,0.000397,0.000050,0.000023,0.081502,0.000025,0.000076,0.000118,0.000324,0.000764,0.000674,0.003468,0.023752,0.032895,0.118732,0.001075,0.181892,0.149086,0.260712,0.061686,0.033575,10.619712,0.105175,1.994224,1.137986,0.145965,0.288580,0.319349,0.663858,0.446510,0.125119,0.761522,0.023497,0.209529,0.003457,0.000385,0.000022,0.000020,0.081492,0.000001,0.000007,0.000069,0.000309,0.000730,0.000652,0.003457,0.021289,tecla_9
0.278195,0.210623,3.309340,0.320943,0.180352,1.064942,0.018390,0.317143,-26.700415,0.146654,-2.055167,0.598359,0.215138,0.090853,-0.268887,-0.460798,0.704225,0.152549,-0.810426,0.304229,0.359521,0.006528,0.001045,0.027299,0.000196,0.000145,0.000177,0.000269,0.000187,0.000430,0.001937,0.001190,0.005462,0.009537,0.113681,0.086186,0.013652,0.031897,0.064138,0.142978,0.043306,0.129473,8.154250,0.563646,0.949700,0.354567,0.178467,0.238194,0.201933,0.248961,0.248010,0.127312,0.368899,0.207931,0.214564,0.002562,0.000439,0.065928,0.000084,0.000048,0.000107,0.000169,0.000033,0.000142,0.000684,0.000343,0.002109,0.017367,tecla_9
0.264697,0.105300,3.230054,0.395454,0.243149,0.790820,0.012219,0.158571,-36.629593,0.131806,-0.999384,0.290605,0.127832,0.058637,-0.144810,-0.232415,0.335906,0.083723,-0.398817,0.167104,0.177808,0.004741,0.001697,0.068216,0.001390,0.001748,0.001560,0.003006,0.001449,0.001355,0.002136,0.002671,0.004003,0.019398,0.034299,0.043088,0.035419,0.036637,0.029015,0.112531,0.017293,0.064737,4.125211,0.307671,0.504302,0.208474,0.156469,0.188509,0.139207,0.137722,0.208014,0.112445,0.266058,0.128491,0.139042,0.001575,0.000649,0.024929,0.000997,0.001032,0.000944,0.001597,0.001294,0.000678,0.000749,0.001108,0.001466,0.006434,tecla_9
0.223726,0.024570,3.143685,0.460899,0.286724,0.501633,0.004517,0.037000,-44.250559,0.049662,-0.183870,0.102857,0.024465,-0.016688,-0.076195,-0.034233,0.085638,0.017768,-0.075409,0.029218,0.027841,0.005213,0.003749,0.061813,0.004434,0.004362,0.003709,0.006820,0.002640,0.003190,0.004251,0.005068,0.004376,0.016284,0.031973,0.037549,0.044736,0.032309,0.025413,0.120317,0.007013,0.056518,3.596505,0.176887,0.441497,0.170268,0.135729,0.140942,0.135009,0.171853,0.189251,0.104832,0.240610,0.120200,0.126854,0.002081,0.002120,0.015521,0.002357,0.002455,0.002441,0.002679,0.001516,0.001637,0.001797,0.002535,0.002043,0.003846,tecla_9
0.252709,0.070255,3.150281,0.445702,0.245049,0.570340,0.008739,0.105714,-40.014874,0.014806,-0.772949,0.229077,0.043393,0.042472,-0.099301,-0.157137,0.246838,0.042488,-0.281146,0.113370,0.125025,0.007128,0.004491,0.008660,0.003863,0.004710,0.004166,0.007937,0.002899,0.004057,0.004959,0.005932,0.005437,0.003466,0.035425,0.028748,0.052070,0.032776,0.021655,0.114049,0.010754,0.043158,2.797451,0.305855,0.475568,0.212305,0.100766,0.171201,0.133759,0.139818,0.162695,0.091988,0.183094,0.136665,0.127811,0.003035,0.002531,0.004268,0.002118,0.003172,0.002381,0.003282,0.001789,0.002582,0.002361,0.002570,0.001491,0.000749,tecla_9
